1685475791.4226923	"<A>: da_agent.BasicAgent 3: Buyer: [700, 400, 100]"
1685475791.4232743	"<A>: da_agent.BasicAgent 5: Seller: [50, 100, 150, 200]"
1685475791.4233358	"<A>: da_agent.BasicAgent 6: Seller: [50, 100, 150, 200]"
1685475791.4234734	"<A>: da_agent.BasicAgent 4: Seller: [50, 100, 150, 200]"
1685475791.4238262	"<A>: da_agent.BasicAgent 2: Buyer: [800, 500, 200]"
1685475791.423865	"<A>: da_agent.BasicAgent 1: Buyer: [900, 600, 300]"
1685475791.8656018	"<I>: da_agent.BasicAgent 3 BID 35: STATUS update_standing_bid"
1685475791.8679802	"<I>: STANDING = 35, 1000"
1685475791.886713	"<I>: da_agent.BasicAgent 5 ASK 780: STATUS update_standing_ask"
1685475791.8885543	"<I>: STANDING = 35, 780"
1685475791.9070134	"<I>: da_agent.BasicAgent 1 BID 638: STATUS update_standing_bid"
1685475791.9088087	"<I>: STANDING = 638, 780"
1685475791.9844406	"<I>: da_agent.BasicAgent 2 BID 704: STATUS update_standing_bid"
1685475791.987246	"<I>: STANDING = 704, 780"
1685475792.0604565	"<I>: da_agent.BasicAgent 4 ASK 569: STATUS contract"
1685475792.062717	"<I>: CONTRACT = ('da_agent.BasicAgent 2', 'da_agent.BasicAgent 4', 704)"
1685475792.0641105	"<I>: RESET = 0, 1000"
1685475792.1447604	"<I>: da_agent.BasicAgent 6 ASK 462: STATUS update_standing_ask"
1685475792.146754	"<I>: STANDING = 0, 462"
1685475796.9157681	"<I>: da_agent.BasicAgent 3 BID 500: STATUS contract"
1685475796.9179957	"<I>: CONTRACT = ('da_agent.BasicAgent 3', 'da_agent.BasicAgent 6', 462)"
1685475796.9201224	"<I>: RESET = 0, 1000"
1685475796.941021	"<I>: da_agent.BasicAgent 5 ASK 202: STATUS update_standing_ask"
1685475796.9430614	"<I>: STANDING = 0, 202"
1685475796.9615493	"<I>: da_agent.BasicAgent 1 BID 96: STATUS update_standing_bid"
